game_id,result,winner,number_of_moves,ended_in_draw,winning_line,move_history
889,O Win,O,8,False,"(2, 4, 6)","[6, 5, 2, 7, 4, 8, 9, 3]"
890,X Win,X,9,False,"(6, 7, 8)","[1, 3, 8, 2, 9, 5, 4, 6, 7]"
891,X Win,X,7,False,"(0, 4, 8)","[9, 2, 1, 4, 7, 6, 5]"
892,X Win,X,9,False,"(2, 5, 8)","[4, 7, 2, 1, 6, 5, 3, 8, 9]"
893,X Win,X,9,False,"(2, 4, 6)","[4, 8, 2, 1, 7, 9, 3, 6, 5]"
894,O Win,O,6,False,"(2, 5, 8)","[4, 9, 2, 6, 5, 3]"
895,O Win,O,8,False,"(0, 1, 2)","[8, 4, 7, 3, 5, 2, 6, 1]"
896,X Win,X,7,False,"(2, 4, 6)","[1, 2, 5, 4, 3, 9, 7]"
897,X Win,X,7,False,"(6, 7, 8)","[7, 3, 9, 4, 2, 6, 8]"
898,X Win,X,9,False,"(2, 4, 6)","[3, 4, 7, 8, 2, 1, 6, 9, 5]"
899,O Win,O,8,False,"(0, 3, 6)","[8, 9, 3, 1, 6, 4, 2, 7]"
900,O Win,O,8,False,"(0, 1, 2)","[7, 4, 6, 2, 9, 1, 5, 3]"
901,X Win,X,9,False,"(0, 1, 2)","[1, 9, 7, 6, 2, 8, 5, 4, 3]"
902,X Win,X,7,False,"(1, 4, 7)","[2, 9, 5, 3, 1, 4, 8]"
903,X Win,X,9,False,"(6, 7, 8)","[7, 4, 2, 5, 6, 3, 9, 1, 8]"
904,O Win,O,6,False,"(0, 4, 8)","[8, 5, 2, 9, 6, 1]"
905,O Win,O,8,False,"(2, 5, 8)","[8, 9, 7, 2, 5, 3, 4, 6]"
906,X Win,X,9,False,"(3, 4, 5)","[1, 3, 6, 9, 5, 2, 7, 8, 4]"
907,X Win,X,9,False,"(2, 5, 8)","[9, 4, 8, 7, 1, 5, 6, 2, 3]"
908,X Win,X,9,False,"(0, 3, 6)","[1, 3, 6, 5, 8, 2, 7, 9, 4]"
909,X Win,X,5,False,"(2, 5, 8)","[9, 2, 6, 8, 3]"
910,X Win,X,5,False,"(0, 1, 2)","[3, 7, 2, 8, 1]"
911,O Win,O,8,False,"(3, 4, 5)","[8, 4, 9, 7, 2, 5, 3, 6]"
912,Draw,None,9,True,None,"[9, 7, 3, 1, 2, 6, 5, 8, 4]"
913,X Win,X,7,False,"(2, 4, 6)","[9, 2, 5, 8, 7, 4, 3]"
914,X Win,X,9,False,"(2, 5, 8)","[6, 2, 3, 7, 1, 4, 8, 5, 9]"
915,O Win,O,8,False,"(2, 4, 6)","[2, 3, 4, 6, 1, 7, 8, 5]"
916,X Win,X,7,False,"(3, 4, 5)","[4, 1, 5, 7, 9, 3, 6]"
917,X Win,X,9,False,"(0, 3, 6)","[6, 8, 4, 9, 1, 5, 2, 3, 7]"
918,O Win,O,8,False,"(6, 7, 8)","[4, 7, 5, 8, 3, 6, 2, 9]"
919,O Win,O,8,False,"(0, 1, 2)","[8, 5, 6, 2, 4, 3, 7, 1]"
920,X Win,X,9,False,"(1, 4, 7)","[8, 6, 3, 1, 4, 7, 5, 9, 2]"
921,X Win,X,7,False,"(0, 1, 2)","[3, 6, 2, 4, 5, 7, 1]"
922,X Win,X,7,False,"(3, 4, 5)","[2, 1, 5, 8, 4, 9, 6]"
923,X Win,X,9,False,"(0, 4, 8)","[6, 3, 2, 8, 1, 7, 5, 4, 9]"
924,Draw,None,9,True,None,"[8, 3, 6, 4, 1, 2, 7, 9, 5]"
925,X Win,X,7,False,"(6, 7, 8)","[8, 6, 2, 1, 9, 5, 7]"
926,O Win,O,6,False,"(6, 7, 8)","[5, 9, 3, 7, 2, 8]"
927,X Win,X,9,False,"(6, 7, 8)","[6, 2, 8, 5, 1, 4, 9, 3, 7]"
928,X Win,X,9,False,"(0, 3, 6)","[1, 8, 6, 3, 7, 5, 2, 9, 4]"
929,Draw,None,9,True,None,"[4, 5, 9, 3, 2, 1, 6, 8, 7]"
930,Draw,None,9,True,None,"[9, 7, 2, 5, 4, 1, 8, 6, 3]"
931,X Win,X,7,False,"(2, 4, 6)","[3, 8, 4, 6, 5, 1, 7]"
932,X Win,X,5,False,"(2, 5, 8)","[6, 7, 3, 5, 9]"
933,O Win,O,8,False,"(0, 4, 8)","[2, 5, 8, 6, 7, 9, 3, 1]"
934,X Win,X,9,False,"(2, 4, 6)","[7, 8, 2, 6, 9, 1, 3, 4, 5]"
935,Draw,None,9,True,None,"[8, 6, 1, 7, 5, 2, 3, 9, 4]"
936,X Win,X,9,False,"(6, 7, 8)","[7, 3, 6, 5, 9, 2, 1, 4, 8]"
937,X Win,X,9,False,"(0, 1, 2)","[5, 9, 1, 4, 8, 6, 3, 7, 2]"
938,X Win,X,5,False,"(0, 3, 6)","[1, 2, 4, 6, 7]"
939,X Win,X,7,False,"(0, 3, 6)","[8, 2, 7, 9, 4, 6, 1]"
940,Draw,None,9,True,None,"[8, 4, 1, 2, 6, 9, 3, 7, 5]"
941,O Win,O,6,False,"(0, 4, 8)","[7, 5, 8, 9, 4, 1]"
942,X Win,X,5,False,"(2, 5, 8)","[6, 1, 9, 4, 3]"
943,X Win,X,7,False,"(0, 1, 2)","[1, 4, 5, 7, 3, 8, 2]"
944,Draw,None,9,True,None,"[1, 6, 4, 7, 5, 2, 8, 9, 3]"
945,O Win,O,6,False,"(0, 3, 6)","[9, 4, 8, 7, 2, 1]"
946,X Win,X,9,False,"(0, 4, 8)","[3, 7, 9, 4, 5, 6, 8, 2, 1]"
947,X Win,X,7,False,"(6, 7, 8)","[9, 6, 8, 2, 1, 4, 7]"
948,X Win,X,7,False,"(0, 4, 8)","[5, 7, 9, 4, 6, 3, 1]"
949,Draw,None,9,True,None,"[2, 5, 3, 8, 4, 6, 9, 1, 7]"
950,Draw,None,9,True,None,"[8, 2, 1, 4, 3, 9, 6, 7, 5]"
951,Draw,None,9,True,None,"[3, 9, 6, 7, 4, 2, 8, 5, 1]"
952,O Win,O,8,False,"(0, 4, 8)","[2, 5, 3, 9, 4, 6, 7, 1]"
953,O Win,O,6,False,"(2, 4, 6)","[4, 3, 1, 7, 2, 5]"
954,X Win,X,7,False,"(0, 1, 2)","[1, 9, 8, 5, 2, 4, 3]"
955,Draw,None,9,True,None,"[1, 2, 6, 3, 7, 4, 5, 9, 8]"
956,Draw,None,9,True,None,"[2, 3, 7, 4, 9, 5, 1, 8, 6]"
957,X Win,X,9,False,"(2, 4, 6)","[2, 4, 9, 8, 5, 6, 3, 1, 7]"
958,X Win,X,9,False,"(2, 5, 8)","[9, 2, 1, 7, 3, 5, 8, 4, 6]"
959,X Win,X,9,False,"(2, 4, 6)","[3, 1, 8, 2, 5, 9, 6, 4, 7]"
960,Draw,None,9,True,None,"[2, 4, 9, 5, 7, 8, 1, 3, 6]"
961,X Win,X,5,False,"(0, 1, 2)","[2, 7, 1, 6, 3]"
962,Draw,None,9,True,None,"[9, 3, 5, 4, 6, 1, 2, 8, 7]"
963,X Win,X,9,False,"(0, 3, 6)","[2, 8, 4, 6, 9, 5, 7, 3, 1]"
964,X Win,X,7,False,"(2, 5, 8)","[9, 7, 3, 5, 2, 1, 6]"
965,X Win,X,9,False,"(3, 4, 5)","[6, 3, 1, 9, 7, 2, 5, 8, 4]"
966,O Win,O,6,False,"(0, 3, 6)","[2, 4, 6, 7, 9, 1]"
967,X Win,X,5,False,"(2, 4, 6)","[3, 2, 5, 4, 7]"
968,X Win,X,5,False,"(0, 3, 6)","[4, 8, 1, 3, 7]"
969,O Win,O,6,False,"(2, 4, 6)","[8, 5, 9, 7, 6, 3]"
970,O Win,O,8,False,"(2, 5, 8)","[7, 6, 4, 9, 8, 5, 2, 3]"
971,X Win,X,9,False,"(2, 4, 6)","[3, 9, 1, 2, 6, 8, 5, 4, 7]"
972,X Win,X,7,False,"(0, 3, 6)","[1, 3, 8, 2, 4, 9, 7]"
973,X Win,X,9,False,"(0, 4, 8)","[1, 4, 6, 8, 5, 3, 7, 2, 9]"
974,Draw,None,9,True,None,"[9, 8, 7, 4, 2, 5, 6, 3, 1]"
975,O Win,O,8,False,"(2, 4, 6)","[9, 5, 6, 3, 8, 1, 2, 7]"
976,X Win,X,7,False,"(2, 4, 6)","[2, 8, 5, 4, 7, 9, 3]"
977,O Win,O,6,False,"(1, 4, 7)","[1, 2, 4, 8, 6, 5]"
978,X Win,X,9,False,"(0, 1, 2)","[8, 7, 2, 4, 6, 9, 1, 5, 3]"
979,O Win,O,8,False,"(0, 4, 8)","[8, 3, 6, 1, 7, 5, 4, 9]"
980,O Win,O,8,False,"(0, 4, 8)","[6, 5, 3, 1, 2, 4, 7, 9]"
981,X Win,X,9,False,"(2, 5, 8)","[6, 1, 9, 8, 4, 7, 2, 5, 3]"
982,O Win,O,8,False,"(0, 4, 8)","[6, 8, 3, 1, 4, 5, 2, 9]"
983,O Win,O,6,False,"(2, 4, 6)","[2, 3, 9, 5, 1, 7]"
984,O Win,O,6,False,"(0, 4, 8)","[3, 1, 7, 5, 2, 9]"
985,X Win,X,7,False,"(2, 4, 6)","[7, 8, 3, 1, 6, 2, 5]"
986,X Win,X,7,False,"(0, 1, 2)","[7, 8, 3, 6, 1, 9, 2]"
987,X Win,X,9,False,"(0, 4, 8)","[4, 7, 5, 8, 3, 2, 9, 6, 1]"
988,Draw,None,9,True,None,"[7, 4, 5, 9, 1, 3, 6, 8, 2]"
989,O Win,O,8,False,"(0, 1, 2)","[5, 8, 9, 2, 7, 1, 6, 3]"
990,X Win,X,7,False,"(2, 5, 8)","[6, 5, 1, 8, 9, 7, 3]"
991,Draw,None,9,True,None,"[4, 7, 9, 1, 5, 6, 3, 8, 2]"
992,Draw,None,9,True,None,"[7, 8, 3, 6, 9, 5, 4, 1, 2]"
993,O Win,O,8,False,"(2, 4, 6)","[9, 3, 6, 5, 2, 8, 4, 7]"
994,X Win,X,7,False,"(0, 1, 2)","[1, 5, 4, 7, 3, 6, 2]"
995,X Win,X,7,False,"(0, 3, 6)","[5, 8, 4, 3, 1, 6, 7]"
996,O Win,O,8,False,"(0, 1, 2)","[5, 6, 8, 2, 4, 3, 7, 1]"
997,X Win,X,9,False,"(2, 4, 6)","[2, 4, 3, 1, 6, 8, 7, 9, 5]"
998,O Win,O,8,False,"(0, 4, 8)","[7, 1, 3, 4, 6, 5, 2, 9]"
999,O Win,O,6,False,"(0, 1, 2)","[5, 3, 8, 1, 7, 2]"
1000,X Win,X,9,False,"(3, 4, 5)","[1, 3, 5, 8, 6, 2, 7, 9, 4]"
